customer_id,Recency,Frequency,Monetary,cart_size,customer_satisfaction,customer_age_group,customer_gender,region,store_location_type,is_rewards_member,order_channel,KMeans_Segment,LCA_Segment
CUST_00064,54,6,68.72999999999999,2.6666666666666665,2.6666666666666665,18-24,Non-binary,Northeast,Rural,0,Drive-Thru,2,0
CUST_00065,20,11,171.95,4.0,4.545454545454546,45-54,Female,Northeast,Rural,1,In-Store Cashier,2,1
CUST_00066,79,5,97.54,4.4,3.4,25-34,Male,West,Suburban,1,Mobile App,3,0
CUST_00067,56,8,116.88,3.375,2.625,45-54,Non-binary,Midwest,Urban,1,Mobile App,3,0
CUST_00068,143,4,59.660000000000004,3.5,4.25,18-24,Female,Southeast,Rural,0,Mobile App,1,0
CUST_00069,82,7,111.83,3.5714285714285716,4.0,18-24,Female,Southeast,Rural,1,Mobile App,1,0
CUST_00070,72,5,80.00999999999999,4.0,3.6,45-54,Male,Midwest,Suburban,1,Mobile App,3,0
CUST_00071,66,11,202.58,4.7272727272727275,4.090909090909091,25-34,Female,West,Suburban,0,Mobile App,3,0
CUST_00072,156,9,147.3,3.888888888888889,3.111111111111111,25-34,Female,Southwest,Suburban,0,Mobile App,0,0
CUST_00073,171,5,98.29,5.2,3.4,25-34,Male,Southwest,Urban,1,Mobile App,0,0
CUST_00074,2,6,94.81,4.5,3.5,35-44,Female,Midwest,Rural,0,Drive-Thru,3,1
CUST_00075,95,7,133.81,4.857142857142857,4.571428571428571,25-34,Male,Southeast,Urban,0,Mobile App,1,0
CUST_00076,131,5,58.57,2.4,2.4,55+,Female,Southeast,Suburban,1,Drive-Thru,1,1
CUST_00077,212,3,39.3,3.0,3.3333333333333335,25-34,Female,West,Rural,1,In-Store Cashier,3,1
CUST_00078,47,3,61.51,5.0,4.0,18-24,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_00079,24,7,131.07999999999998,4.857142857142857,3.2857142857142856,25-34,Female,Midwest,Rural,1,Mobile App,3,0
CUST_00080,54,4,48.1,2.75,2.75,25-34,Male,Southeast,Rural,1,Mobile App,1,0
CUST_00081,18,7,107.45,3.857142857142857,3.4285714285714284,18-24,Female,Northeast,Urban,0,In-Store Cashier,2,1
CUST_00082,37,7,103.96000000000001,3.5714285714285716,3.4285714285714284,25-34,Non-binary,Southeast,Suburban,1,Mobile App,1,0
CUST_00083,42,3,63.74000000000001,6.666666666666667,3.0,45-54,Male,Northeast,Suburban,0,Drive-Thru,2,1
CUST_00084,29,7,111.68,4.0,3.142857142857143,25-34,Female,Northeast,Suburban,1,Mobile App,2,0
CUST_00085,365,6,93.58,3.5,2.6666666666666665,25-34,Male,Northeast,Suburban,1,Drive-Thru,2,0
CUST_00086,33,5,73.09,4.2,3.2,55+,Female,Southeast,Urban,0,Drive-Thru,1,1
CUST_00087,151,5,83.78,4.0,3.0,25-34,Female,Southwest,Urban,1,Mobile App,0,0
CUST_00088,259,4,64.75,4.5,2.75,45-54,Male,West,Rural,1,Drive-Thru,3,1
CUST_00089,237,4,51.370000000000005,3.75,2.25,18-24,Male,Midwest,Rural,1,Drive-Thru,3,0
CUST_00090,34,9,152.17000000000002,4.111111111111111,3.888888888888889,25-34,Female,Southeast,Suburban,1,Mobile App,1,0
CUST_00091,224,8,130.47,4.375,3.75,35-44,Female,Southwest,Urban,1,Mobile App,0,0
CUST_00092,65,9,101.86,2.7777777777777777,4.222222222222222,55+,Male,Northeast,Rural,0,In-Store Cashier,2,1
CUST_00093,91,11,173.07999999999998,3.5454545454545454,3.272727272727273,25-34,Male,Midwest,Urban,1,Mobile App,3,0
CUST_00094,201,4,52.29,3.25,3.25,45-54,Male,Southeast,Rural,1,In-Store Cashier,1,1
CUST_00095,87,6,64.7,3.0,3.1666666666666665,18-24,Male,Northeast,Urban,1,Drive-Thru,2,0
CUST_00096,438,5,88.89,4.2,4.0,25-34,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_00097,169,3,24.37,1.6666666666666667,1.3333333333333333,25-34,Non-binary,Southeast,Rural,0,Drive-Thru,1,0
CUST_00098,4,7,97.65,3.7142857142857144,3.0,25-34,Female,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_00099,69,7,119.39,4.142857142857143,3.857142857142857,35-44,Male,West,Suburban,0,Mobile App,3,0
CUST_00100,378,5,67.72,3.4,4.2,55+,Female,Midwest,Rural,0,Mobile App,3,0
CUST_00101,79,5,55.4,2.8,2.4,55+,Non-binary,Midwest,Rural,0,In-Store Cashier,3,1
CUST_00102,88,6,109.19,5.166666666666667,3.6666666666666665,45-54,Male,Southeast,Suburban,0,Drive-Thru,1,1
CUST_00103,4,8,136.23,3.875,3.75,25-34,Male,Northeast,Urban,0,Mobile App,2,0
CUST_00104,258,8,145.42000000000002,4.625,3.75,25-34,Male,Southwest,Urban,1,Mobile App,0,0
CUST_00105,32,7,80.95,2.857142857142857,3.857142857142857,25-34,Prefer not to say,West,Rural,1,Drive-Thru,3,0
CUST_00106,187,8,125.74,3.75,3.375,25-34,Female,Midwest,Rural,0,Mobile App,3,0
CUST_00107,4,3,54.95,3.6666666666666665,4.666666666666667,25-34,Male,West,Urban,1,Mobile App,3,0
CUST_00108,67,11,161.2,4.090909090909091,3.727272727272727,55+,Prefer not to say,Southeast,Rural,0,Drive-Thru,1,1
CUST_00109,264,4,55.44,4.0,2.25,35-44,Female,Midwest,Rural,0,In-Store Cashier,3,1
CUST_00110,4,9,119.25,3.111111111111111,3.6666666666666665,18-24,Male,Southeast,Urban,1,In-Store Cashier,1,1
CUST_00111,336,6,74.14,2.8333333333333335,3.1666666666666665,55+,Female,Southwest,Rural,0,Drive-Thru,0,1
CUST_00112,267,6,97.24,3.8333333333333335,3.3333333333333335,35-44,Female,West,Suburban,1,Mobile App,3,0
CUST_00113,61,7,102.0,3.5714285714285716,3.857142857142857,18-24,Female,West,Urban,0,Mobile App,3,0
CUST_00114,228,8,135.34,4.75,3.5,35-44,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_00115,18,5,81.21000000000001,4.0,4.8,18-24,Prefer not to say,Midwest,Rural,1,Mobile App,3,0
CUST_00116,21,7,114.2,4.0,3.857142857142857,18-24,Male,West,Rural,1,Mobile App,3,0
CUST_00117,124,5,79.67,3.8,3.6,35-44,Female,Southeast,Urban,0,Mobile App,1,0
CUST_00118,47,8,114.89,3.625,3.5,25-34,Male,Midwest,Urban,0,Drive-Thru,3,0
CUST_00119,31,7,94.1,4.0,3.2857142857142856,45-54,Male,Midwest,Rural,1,Drive-Thru,3,1
CUST_00120,3,15,187.81,3.0,4.0,35-44,Female,Midwest,Urban,0,Drive-Thru,3,1
CUST_00121,56,10,175.77,4.6,3.8,25-34,Female,Southeast,Urban,1,Mobile App,1,0
CUST_00122,24,12,182.9,4.083333333333333,3.75,35-44,Non-binary,West,Rural,0,Mobile App,3,0
CUST_00123,33,5,114.2,6.4,3.4,25-34,Female,Southwest,Rural,1,Mobile App,0,0
CUST_00124,230,6,88.05,3.8333333333333335,4.0,25-34,Male,Midwest,Suburban,1,Mobile App,3,0
CUST_00125,4,8,107.21000000000001,3.375,3.625,35-44,Male,Northeast,Rural,0,Drive-Thru,2,1
CUST_00126,44,10,140.79,3.2,4.3,25-34,Female,West,Rural,0,Mobile App,3,0
CUST_00127,217,8,128.31,4.0,4.125,18-24,Female,Northeast,Urban,1,Mobile App,2,0
CUST_00128,123,11,156.07,4.363636363636363,3.272727272727273,55+,Prefer not to say,West,Rural,1,Drive-Thru,3,1
CUST_00129,22,4,73.7,5.0,4.0,18-24,Male,West,Rural,0,Mobile App,3,0
CUST_00130,63,10,131.61,3.3,3.8,25-34,Non-binary,Northeast,Urban,0,Mobile App,2,0
CUST_00131,178,4,45.36,3.0,3.25,45-54,Female,Southwest,Rural,1,Drive-Thru,0,1
CUST_00132,370,4,82.83,5.25,3.5,25-34,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_00133,233,9,120.08,3.0,3.7777777777777777,45-54,Female,Midwest,Urban,0,Drive-Thru,3,1
CUST_00134,171,6,74.37,3.0,4.5,35-44,Prefer not to say,West,Urban,1,Mobile App,3,0
CUST_00135,55,6,115.05,4.833333333333333,4.166666666666667,35-44,Male,Midwest,Suburban,0,In-Store Cashier,3,1
CUST_00136,110,4,53.66,3.5,3.25,45-54,Male,Southeast,Urban,0,Drive-Thru,1,1
CUST_00137,34,7,89.97,2.5714285714285716,3.5714285714285716,35-44,Non-binary,Northeast,Urban,0,In-Store Cashier,2,1
CUST_00138,140,6,73.95,2.8333333333333335,3.5,18-24,Male,Southeast,Rural,1,Drive-Thru,1,0
CUST_00139,85,5,84.95,4.0,3.4,18-24,Female,Southeast,Urban,1,Mobile App,1,0
CUST_00140,92,7,111.7,3.7142857142857144,4.0,25-34,Female,Midwest,Suburban,1,Mobile App,3,0
CUST_00141,43,5,75.41,4.0,3.0,35-44,Male,Southeast,Suburban,0,Drive-Thru,1,1
CUST_00142,219,8,118.6,3.5,3.625,35-44,Male,Southeast,Urban,0,Mobile App,1,0
CUST_00143,21,8,156.88,4.75,3.5,25-34,Non-binary,West,Urban,0,Mobile App,3,0
CUST_00144,109,7,94.3,3.2857142857142856,3.7142857142857144,45-54,Male,Southwest,Urban,0,Drive-Thru,0,1
CUST_00145,349,3,40.58,3.0,4.333333333333333,25-34,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_00146,213,7,117.82,4.428571428571429,3.857142857142857,18-24,Female,Midwest,Urban,1,Mobile App,3,0
CUST_00147,60,5,79.47,3.6,4.8,35-44,Male,Midwest,Rural,0,Mobile App,3,0
CUST_00148,55,11,170.37,3.5454545454545454,3.4545454545454546,35-44,Female,Northeast,Urban,1,Drive-Thru,2,1
CUST_00149,111,10,137.27,3.3,3.9,25-34,Male,Southeast,Urban,0,Mobile App,1,0
CUST_00150,4,6,79.31,3.3333333333333335,4.0,18-24,Female,Southwest,Suburban,0,Mobile App,0,0
CUST_00151,17,7,98.95,3.857142857142857,4.0,55+,Female,Midwest,Urban,0,Drive-Thru,3,1
CUST_00152,41,9,113.64999999999999,3.2222222222222223,2.6666666666666665,45-54,Female,West,Suburban,0,Drive-Thru,3,1
CUST_00153,13,10,151.43,3.8,3.8,18-24,Male,Midwest,Urban,0,Drive-Thru,3,0
CUST_00154,16,10,174.55,4.0,4.3,25-34,Female,Southwest,Urban,0,Mobile App,0,0
CUST_00155,200,10,131.79,3.5,3.2,45-54,Female,West,Rural,1,Drive-Thru,3,1
CUST_00156,158,10,142.8,3.8,3.4,45-54,Male,Southwest,Rural,1,Drive-Thru,0,1
CUST_00157,14,10,161.92000000000002,4.0,4.5,25-34,Male,Southeast,Rural,1,Mobile App,1,0
CUST_00158,155,3,52.11,4.666666666666667,4.333333333333333,45-54,Female,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_00159,69,6,77.32,3.0,3.1666666666666665,25-34,Female,Midwest,Rural,1,Mobile App,3,0
CUST_00160,223,3,35.72,2.6666666666666665,3.6666666666666665,18-24,Non-binary,Northeast,Urban,1,Mobile App,2,0
CUST_00161,114,5,99.25999999999999,5.4,4.2,45-54,Prefer not to say,Southeast,Urban,1,Mobile App,1,0
CUST_00162,352,2,32.3,4.0,3.0,45-54,Female,Southeast,Rural,1,Kiosk,1,1
CUST_00163,34,8,98.67,2.625,3.75,18-24,Female,Midwest,Rural,1,Mobile App,3,0
CUST_00164,251,2,31.93,4.0,3.5,25-34,Non-binary,Southeast,Suburban,1,Drive-Thru,1,0
CUST_00165,2,7,116.39,3.857142857142857,3.4285714285714284,45-54,Female,Southeast,Urban,0,Mobile App,1,0
CUST_00166,25,8,112.8,3.875,3.25,45-54,Male,Southwest,Urban,1,Drive-Thru,0,1
CUST_00167,10,12,150.26,3.3333333333333335,3.8333333333333335,45-54,Male,Midwest,Rural,0,Drive-Thru,3,1
CUST_00168,4,3,38.400000000000006,3.3333333333333335,4.333333333333333,45-54,Female,Southeast,Rural,1,Drive-Thru,1,1
CUST_00169,15,9,127.9,3.3333333333333335,3.7777777777777777,25-34,Female,Northeast,Urban,0,Mobile App,2,0
CUST_00170,56,8,103.06,3.25,4.5,25-34,Male,Southeast,Urban,1,In-Store Cashier,1,1
CUST_00171,14,6,80.35,3.6666666666666665,3.3333333333333335,45-54,Male,Midwest,Urban,0,Drive-Thru,3,1
CUST_00172,207,4,84.25,5.5,3.5,18-24,Male,Northeast,Rural,1,Mobile App,2,0
CUST_00173,166,9,142.45,3.7777777777777777,3.888888888888889,25-34,Female,Northeast,Rural,1,Mobile App,2,0
CUST_00174,4,6,66.29,2.8333333333333335,3.3333333333333335,55+,Male,Northeast,Rural,1,In-Store Cashier,2,1
CUST_00175,266,4,55.040000000000006,2.75,3.75,35-44,Male,Southeast,Urban,0,Mobile App,1,0
CUST_00176,23,4,63.2,4.5,3.25,55+,Female,Midwest,Urban,0,Drive-Thru,3,1
CUST_00177,38,5,67.0,2.8,3.8,55+,Male,West,Suburban,0,In-Store Cashier,3,1
CUST_00178,62,12,165.6,3.8333333333333335,3.6666666666666665,55+,Male,Northeast,Suburban,0,Drive-Thru,2,1
CUST_00179,130,8,86.45,3.0,3.375,55+,Male,Southeast,Urban,0,In-Store Cashier,1,1
CUST_00180,64,10,143.43,3.6,3.2,18-24,Male,West,Rural,1,Mobile App,3,0
CUST_00181,628,1,13.09,4.0,2.0,35-44,Male,Midwest,Rural,0,Drive-Thru,3,1
CUST_00182,46,9,161.13,4.888888888888889,3.4444444444444446,35-44,Female,Midwest,Suburban,1,Mobile App,3,0
CUST_00183,39,6,87.36,3.6666666666666665,3.3333333333333335,25-34,Female,Southwest,Urban,1,Drive-Thru,0,0
CUST_00184,9,6,93.21,3.6666666666666665,3.6666666666666665,25-34,Female,Southeast,Rural,1,Mobile App,1,0
CUST_00185,333,10,143.97,3.5,3.9,18-24,Non-binary,Northeast,Suburban,0,Mobile App,2,0
CUST_00186,527,3,38.769999999999996,3.0,4.666666666666667,35-44,Female,Northeast,Urban,1,Mobile App,2,0
CUST_00187,8,6,91.50999999999999,4.166666666666667,3.5,35-44,Female,Midwest,Urban,1,Mobile App,3,0
CUST_00188,42,6,88.9,3.5,3.6666666666666665,25-34,Male,Midwest,Urban,0,Mobile App,3,0
CUST_00189,68,8,107.76,3.125,3.625,35-44,Male,Southeast,Suburban,1,Mobile App,1,0
CUST_00190,95,9,172.10999999999999,4.777777777777778,4.333333333333333,25-34,Female,Southwest,Suburban,0,Mobile App,0,0
CUST_00191,211,5,58.75,2.4,3.4,35-44,Male,Northeast,Suburban,1,In-Store Cashier,2,1
CUST_00192,284,4,84.12,5.0,4.25,25-34,Male,West,Suburban,1,Mobile App,3,0
CUST_00193,104,5,83.28,4.4,4.0,25-34,Male,Southwest,Rural,0,Drive-Thru,0,0
CUST_00194,1,5,54.61,2.2,3.6,18-24,Male,West,Urban,0,Mobile App,3,0
CUST_00195,212,5,55.21,3.0,3.0,55+,Female,Midwest,Suburban,0,In-Store Cashier,3,1
CUST_00196,92,8,112.28,4.125,3.875,55+,Female,Northeast,Urban,1,Drive-Thru,2,1
CUST_00197,22,10,155.39,3.8,4.2,25-34,Female,Southeast,Rural,0,Mobile App,1,0
CUST_00198,4,6,119.27,5.166666666666667,3.5,18-24,Male,Southeast,Urban,1,Mobile App,1,0
CUST_00199,132,5,69.51,3.6,2.2,25-34,Female,Southwest,Rural,0,In-Store Cashier,0,1
CUST_00200,350,3,33.53,2.6666666666666665,4.0,35-44,Female,Southeast,Suburban,1,In-Store Cashier,1,1
CUST_00201,82,9,123.96,3.111111111111111,3.888888888888889,25-34,Male,Southwest,Urban,1,Mobile App,0,0
CUST_00202,172,5,75.66,4.2,4.6,25-34,Non-binary,Midwest,Suburban,1,Drive-Thru,3,0
CUST_00203,275,4,67.12,5.25,4.5,45-54,Male,Northeast,Urban,1,In-Store Cashier,2,1
CUST_00204,6,7,117.8,4.571428571428571,4.857142857142857,18-24,Female,Southeast,Urban,1,Drive-Thru,1,0
CUST_00205,107,3,42.06,3.3333333333333335,4.0,35-44,Male,Southeast,Urban,0,Drive-Thru,1,1
CUST_00206,50,5,59.44,3.2,3.8,45-54,Female,Midwest,Urban,1,In-Store Cashier,3,1
CUST_00207,111,6,79.98,3.1666666666666665,3.3333333333333335,35-44,Male,West,Urban,0,In-Store Cashier,3,1
CUST_00208,5,7,141.85,5.285714285714286,3.857142857142857,18-24,Male,West,Suburban,0,Mobile App,3,0
CUST_00209,250,8,131.72,4.125,4.0,25-34,Female,Midwest,Rural,1,Mobile App,3,0
CUST_00210,77,7,92.81,3.2857142857142856,2.857142857142857,45-54,Male,Southeast,Urban,1,In-Store Cashier,1,1
CUST_00211,29,5,94.36,5.2,2.8,25-34,Female,Southeast,Urban,0,Drive-Thru,1,0
CUST_00212,311,1,14.33,3.0,4.0,18-24,Female,Southwest,Rural,1,Mobile App,0,0
CUST_00213,177,6,110.93,4.5,3.6666666666666665,25-34,Male,West,Suburban,1,Mobile App,3,0
CUST_00214,80,5,70.1,4.2,3.8,35-44,Male,Northeast,Suburban,0,In-Store Cashier,2,1
CUST_00215,1,9,121.7,3.111111111111111,3.5555555555555554,45-54,Female,West,Urban,0,Mobile App,3,0
CUST_00216,64,3,50.59,3.6666666666666665,4.0,18-24,Male,Southwest,Rural,1,Mobile App,0,0
CUST_00217,8,10,137.95,3.1,3.3,18-24,Prefer not to say,West,Suburban,1,Mobile App,3,0
CUST_00218,198,3,47.4,3.6666666666666665,3.3333333333333335,35-44,Male,West,Suburban,0,Mobile App,3,0
CUST_00219,11,6,112.1,4.666666666666667,3.0,25-34,Female,West,Urban,0,Mobile App,3,0
CUST_00220,77,5,73.76,3.6,3.2,25-34,Female,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_00221,198,6,108.14999999999999,4.333333333333333,4.333333333333333,35-44,Prefer not to say,Northeast,Urban,1,Mobile App,2,0
CUST_00222,26,5,80.84,4.8,2.2,35-44,Prefer not to say,Southeast,Urban,0,In-Store Cashier,1,1
CUST_00223,23,15,233.02,4.2,4.133333333333334,45-54,Female,West,Suburban,0,In-Store Cashier,3,1
CUST_00224,386,3,31.39,1.6666666666666667,4.0,35-44,Female,West,Urban,1,In-Store Cashier,3,1
CUST_00225,89,7,78.56,3.0,3.4285714285714284,45-54,Female,Southeast,Urban,0,Drive-Thru,1,1
CUST_00226,122,11,172.71,3.909090909090909,3.272727272727273,45-54,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_00227,16,7,59.95,2.142857142857143,2.142857142857143,25-34,Male,Southeast,Urban,0,Drive-Thru,1,0
CUST_00228,143,6,98.95,4.166666666666667,3.5,25-34,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_00229,273,6,106.14,4.833333333333333,2.6666666666666665,45-54,Female,Northeast,Suburban,1,Drive-Thru,2,1
CUST_00230,122,6,91.59,4.5,3.6666666666666665,35-44,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_00231,19,6,98.97999999999999,4.666666666666667,4.0,18-24,Male,Northeast,Suburban,0,Drive-Thru,2,0
CUST_00232,35,9,150.1,4.222222222222222,3.5555555555555554,25-34,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_00233,50,5,77.71,3.8,4.2,35-44,Male,West,Suburban,1,Drive-Thru,3,1
CUST_00234,364,5,74.06,3.4,4.4,25-34,Female,West,Rural,1,Mobile App,3,0
CUST_00235,305,3,34.15,2.6666666666666665,3.6666666666666665,35-44,Male,Southeast,Rural,1,Drive-Thru,1,1
CUST_00236,7,10,116.85,2.7,3.7,25-34,Female,Midwest,Urban,0,Mobile App,3,0
CUST_00237,111,8,150.27,4.75,3.75,25-34,Male,Southeast,Suburban,0,Mobile App,1,0
CUST_00238,91,3,44.32,4.0,3.6666666666666665,25-34,Non-binary,Southeast,Urban,0,Mobile App,1,0
CUST_00239,105,12,152.53,3.0833333333333335,3.8333333333333335,35-44,Female,Southeast,Urban,0,In-Store Cashier,1,1
CUST_00240,30,5,66.53,3.8,3.6,45-54,Female,West,Rural,0,Drive-Thru,3,1
CUST_00241,163,4,68.23,4.25,4.0,25-34,Male,Northeast,Urban,0,Drive-Thru,2,0
CUST_00242,425,6,85.51,3.6666666666666665,4.0,25-34,Female,Midwest,Urban,1,Drive-Thru,3,0
CUST_00243,38,10,146.42000000000002,3.6,3.9,45-54,Prefer not to say,West,Suburban,0,Mobile App,3,0
CUST_00244,26,10,155.32999999999998,3.9,3.7,25-34,Female,Southwest,Suburban,0,Mobile App,0,0
CUST_00245,39,2,25.450000000000003,2.5,4.0,35-44,Female,West,Suburban,1,Drive-Thru,3,1
CUST_00246,72,6,108.5,4.333333333333333,4.333333333333333,25-34,Male,Midwest,Urban,1,Mobile App,3,0
